,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
1155,Kepler-51,c,Kepler-51 c,Transit,0,3,85.312,0.003,-0.002,0.0,0.384,0.015,-0.015,0,0.014,0.013,-0.009,0.0,,,,,0.013,0.001,-0.001,0.0,Mass,0.803,0.25,-0.152,0,0.03,0.02,-0.03,0.0,1,1,0,1,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,801.76,13.96,-13.96,0,801.76,13.96,-13.96,0.0,14.669,,0,Kepler-band,14.678,,0.0,6018.0,107.0,-107.0,0,1.04,0.12,-0.12,0.0,0.94,0.5,-0.5,0.0,5/14/2014,Kepler
1156,Kepler-51,d,Kepler-51 d,Transit,0,3,130.194,0.005,-0.002,,0.509,0.02,-0.02,0,0.008,0.011,-0.008,0.0,,,,,0.024,0.003,-0.003,0.0,Mass,0.865,0.045,-0.045,0,0.046,0.009,-0.009,0.0,1,1,0,1,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,801.76,13.96,-13.96,0,801.76,13.96,-13.96,0.0,14.669,,0,Kepler-band,14.678,,0.0,6018.0,107.0,-107.0,0,1.04,0.12,-0.12,0.0,0.94,0.5,-0.5,0.0,5/14/2014,Kepler
1157,Kepler-188,b,Kepler-188 b,Transit,0,2,2.061897,1e-05,-1e-05,0.0,0.032,,,0,,,,,,,,,,,,,,0.15,0.068,-0.068,0,,,,,0,1,0,1,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,996.09,22.98,-22.98,0,996.09,22.98,-22.98,0.0,14.674,,0,Kepler-band,14.634,,0.0,6021.0,200.0,-200.0,0,,,,,1.14,0.51,-0.51,0.0,5/14/2014,Kepler
1158,Kepler-188,c,Kepler-188 c,Transit,0,2,5.996553,1.5e-05,-1.5e-05,0.0,0.066,,,0,,,,,,,,,,,,,,0.285,0.129,-0.129,0,,,,,0,1,0,1,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,996.09,22.98,-22.98,0,996.09,22.98,-22.98,0.0,14.674,,0,Kepler-band,14.634,,0.0,6021.0,200.0,-200.0,0,,,,,1.14,0.51,-0.51,0.0,5/14/2014,Kepler
1159,Kepler-274,b,Kepler-274 b,Transit,0,2,11.634788,0.000134,-0.000134,0.0,0.101,,,0,,,,,,,,,,,,,,0.137,0.075,-0.075,0,,,,,0,1,0,1,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,1385.51,45.77,-45.77,0,1385.51,45.77,-45.77,0.0,15.035,,0,Kepler-band,15.032,,0.0,6023.0,200.0,-200.0,0,,,,,1.01,0.54,-0.54,0.0,5/14/2014,Kepler
1160,Kepler-274,c,Kepler-274 c,Transit,0,2,33.197861,0.000894,-0.000894,0.0,0.204,,,0,,,,,,,,,,,,,,0.164,0.089,-0.089,0,,,,,0,1,0,1,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,1385.51,45.77,-45.77,0,1385.51,45.77,-45.77,0.0,15.035,,0,Kepler-band,15.032,,0.0,6023.0,200.0,-200.0,0,,,,,1.01,0.54,-0.54,0.0,5/14/2014,Kepler
1161,K2-253,b,K2-253 b,Transit,0,1,4.00167,0.00013,-0.00013,0.0,0.0506,0.001,-0.0011,0,,,,0.0,,,,0.0,,,,0.0,,1.13,0.062,-0.054,0,,,,0.0,0,0,1,0,12h24m20.50s,186.085403,-06d22m44.0s,-6.378884,901.8,30.0,-27.9,0,899.17,29.14,-29.14,0.0,14.868,0.07,0,V (Johnson),14.704,,0.0,6027.0,221.0,-240.0,0,1.08,0.05,-0.08,0.0,1.1,0.04,-0.04,0.0,7/12/2018,K2
1162,WASP-131,b,WASP-131 b,Transit,0,1,5.322023,5e-06,-5e-06,0.0,0.0607,0.0009,-0.0009,0,0.0,,,0.0,85.0,0.3,-0.3,0.0,0.27,0.02,-0.02,0.0,Mass,1.22,0.05,-0.05,0,0.2,0.03,-0.03,0.0,0,0,0,0,14h00m46.45s,210.193542,-30d35m00.8s,-30.583567,250.0,50.0,-50.0,0,201.18,2.63,-2.63,0.0,10.1,,0,V (Johnson),9.867,,0.0,6030.0,90.0,-90.0,0,1.06,0.06,-0.06,0.0,1.53,0.05,-0.05,0.0,12/1/2016,SuperWASP-South
1163,Kepler-173,b,Kepler-173 b,Transit,0,2,4.263742,2.1e-05,-2.1e-05,0.0,0.048,,,0,,,,,,,,,,,,,,0.115,0.057,-0.057,0,,,,,0,1,0,1,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,853.39,15.43,-15.43,0,853.39,15.43,-15.43,0.0,14.209,,0,Kepler-band,14.258,,0.0,6031.0,200.0,-200.0,0,,,,,0.95,0.47,-0.47,0.0,5/14/2014,Kepler
1164,Kepler-173,c,Kepler-173 c,Transit,0,2,8.005777,1.5e-05,-1.5e-05,0.0,0.074,,,0,,,,,,,,,,,,,,0.217,0.108,-0.108,0,,,,,0,1,0,1,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,853.39,15.43,-15.43,0,853.39,15.43,-15.43,0.0,14.209,,0,Kepler-band,14.258,,0.0,6031.0,200.0,-200.0,0,,,,,0.95,0.47,-0.47,0.0,5/14/2014,Kepler
1165,Kepler-84,d,Kepler-84 d,Transit,0,5,4.224537,4.2e-05,-4.2e-05,0.0,0.052,,,0,,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,0,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,1443.27,1467.06,-1467.06,0,1443.27,1467.06,-1467.06,0.0,14.764,,0,Kepler-band,14.79,,0.0,6031.0,143.0,-143.0,0,,,,,1.17,0.22,-0.22,0.0,5/14/2014,Kepler
1166,Kepler-84,e,Kepler-84 e,Transit,0,5,27.434389,0.000224,-0.000224,0.0,0.181,,,0,,,,,,,,,,,,,,0.232,0.044,-0.044,0,,,,,0,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,1443.27,1467.06,-1467.06,0,1443.27,1467.06,-1467.06,0.0,14.764,,0,Kepler-band,14.79,,0.0,6031.0,143.0,-143.0,0,,,,,1.17,0.22,-0.22,0.0,5/14/2014,Kepler
1167,Kepler-84,f,Kepler-84 f,Transit,0,5,44.552169,0.000812,-0.000812,0.0,0.25,,,0,,,,,,,,,,,,,,0.196,0.038,-0.038,0,,,,,0,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,1443.27,1467.06,-1467.06,0,1443.27,1467.06,-1467.06,0.0,14.764,,0,Kepler-band,14.79,,0.0,6031.0,143.0,-143.0,0,,,,,1.17,0.22,-0.22,0.0,5/14/2014,Kepler
1168,Kepler-346,b,Kepler-346 b,Transit,0,2,6.511127,1.7e-05,-1.7e-05,0.0,0.071,,,0,,,,,,,,,,,,,,0.237,0.111,-0.111,0,,,,,0,1,0,1,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1012.42,27.39,-27.39,0,1012.42,27.39,-27.39,0.0,15.214,,0,Kepler-band,15.155,,0.0,6033.0,200.0,-200.0,0,,,,,1.02,0.48,-0.48,0.0,5/14/2014,Kepler
1169,Kepler-346,c,Kepler-346 c,Transit,0,2,23.851549,9.8e-05,-9.8e-05,0.0,0.168,,,0,,,,,,,,,,,,,,0.274,0.13,-0.13,0,,,,,0,1,0,1,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1012.42,27.39,-27.39,0,1012.42,27.39,-27.39,0.0,15.214,,0,Kepler-band,15.155,,0.0,6033.0,200.0,-200.0,0,,,,,1.02,0.48,-0.48,0.0,5/14/2014,Kepler
1170,CoRoT-14,b,CoRoT-14 b,Transit,0,1,1.51214,0.00013,-0.00013,0.0,0.027,0.002,-0.002,0,0.0,,,0.0,79.6,0.8,-0.8,0.0,7.6,0.6,-0.6,0.0,Mass,1.09,0.07,-0.07,0,7.3,1.5,-1.5,0.0,0,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.0,110.0,-110.0,0,1826.96,166.6,-166.6,0.0,16.033,0.07,0,V (Johnson),15.812,,0.0,6035.0,100.0,-100.0,0,1.13,0.09,-0.09,0.0,1.21,0.08,-0.08,0.0,5/14/2014,CoRoT
1171,HD 39091,c,pi Men c,Transit,0,2,6.2679,0.00046,-0.00046,0.0,0.06839,0.0005,-0.0005,0,0.0,,,0.0,87.456,0.085,-0.076,0.0,0.01517,0.00264,-0.00271,0.0,Mass,0.182,0.004,-0.004,0,2.97,0.57,-0.55,0.0,0,0,0,1,05h37m09.89s,84.291214,-80d28m08.8s,-80.469124,18.28,0.02,-0.02,0,18.28,0.02,-0.02,0.0,5.67,,0,V (Johnson),5.491,,0.0,6037.0,45.0,-45.0,0,1.09,0.04,-0.04,0.0,1.1,0.02,-0.02,0.0,11/15/2018,Transiting Exoplanet Survey Satellite (TESS)
1172,Kepler-43,b,Kepler-43 b,Transit,0,1,3.0240949,6e-07,-6e-07,0.0,0.046,0.0026,-0.0025,0,,,,,84.646,0.107,-0.091,0.0,3.23,0.26,-0.26,0.0,Mass,1.219,0.065,-0.064,0,5.0,7.0,-5.0,0.0,0,1,0,1,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,1035.9,14.94,-14.94,0,1035.9,14.94,-14.94,0.0,13.958,,0,Kepler-band,13.889,,0.0,6041.0,143.0,-143.0,0,1.32,0.09,-0.09,0.0,1.42,0.07,-0.07,0.0,10/15/2015,Kepler
1173,Kepler-228,b,Kepler-228 b,Transit,0,3,2.566546,2.6e-05,-2.6e-05,0.0,0.038,,,0,,,,,,,,,,,,,,0.136,0.063,-0.063,0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0,1724.6,82.73,-82.73,0.0,15.714,,0,Kepler-band,15.704,,0.0,6043.0,200.0,-200.0,0,,,,,1.01,0.47,-0.47,0.0,5/14/2014,Kepler
1174,Kepler-228,c,Kepler-228 c,Transit,0,3,4.134444,1.8e-05,-1.8e-05,0.0,0.052,,,0,,,,,,,,,,,,,,0.241,0.111,-0.111,0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0,1724.6,82.73,-82.73,0.0,15.714,,0,Kepler-band,15.704,,0.0,6043.0,200.0,-200.0,0,,,,,1.01,0.47,-0.47,0.0,5/14/2014,Kepler
1175,Kepler-228,d,Kepler-228 d,Transit,0,3,11.094286,3.6e-05,-3.6e-05,0.0,0.101,,,0,,,,,,,,,,,,,,0.36,0.165,-0.165,0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0,1724.6,82.73,-82.73,0.0,15.714,,0,Kepler-band,15.704,,0.0,6043.0,200.0,-200.0,0,,,,,1.01,0.47,-0.47,0.0,5/14/2014,Kepler
1176,Kepler-380,b,Kepler-380 b,Transit,0,2,3.930821,3.8e-05,-3.8e-05,0.0,0.05,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.75914,833.12,14.88,-14.88,0,833.12,14.88,-14.88,0.0,13.652,,0,Kepler-band,13.611,,0.0,6045.0,147.0,-147.0,0,,,,,1.22,0.24,-0.24,0.0,5/14/2014,Kepler
1177,Kepler-380,c,Kepler-380 c,Transit,0,2,7.630004,7.3e-05,-7.3e-05,0.0,0.078,,,0,,,,,,,,,,,,,,0.113,0.025,-0.025,0,,,,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.75914,833.12,14.88,-14.88,0,833.12,14.88,-14.88,0.0,13.652,,0,Kepler-band,13.611,,0.0,6045.0,147.0,-147.0,0,,,,,1.22,0.24,-0.24,0.0,5/14/2014,Kepler
1178,HATS-31,b,HATS-31 b,Transit,0,1,3.37796,1.2e-05,-1.2e-05,0.0,0.0478,0.0012,-0.0012,0,0.233,,,1.0,85.0,2.5,-1.6,0.0,0.88,0.12,-0.12,0.0,Mass,1.64,0.22,-0.22,0,0.243,0.124,-0.088,0.0,0,0,0,0,12h46m48.67s,191.702789,-24d25m38.5s,-24.427364,872.0,84.0,-84.0,0,791.33,20.55,-20.55,0.0,13.105,0.03,0,V (Johnson),12.961,,0.0,6050.0,120.0,-120.0,0,1.27,0.1,-0.1,0.0,1.87,0.18,-0.18,0.0,12/1/2016,HATSouth
1179,Kepler-122,b,Kepler-122 b,Transit,0,5,5.766193,1.6e-05,-1.6e-05,0.0,0.064,,,0,,,,,,,,,,,,,,0.209,0.041,-0.041,0,,,,,0,1,0,1,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,1058.58,19.99,-19.99,0.0,14.247,,0,Kepler-band,14.222,,0.0,6050.0,137.0,-137.0,0,,,,,1.22,0.24,-0.24,0.0,5/14/2014,Kepler
1180,Kepler-122,c,Kepler-122 c,Transit,0,5,12.465988,9e-06,-9e-06,0.0,0.108,,,0,,,,,,,,,,,,,,0.524,0.103,-0.103,0,,,,,0,1,0,1,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,1058.58,19.99,-19.99,0.0,14.247,,0,Kepler-band,14.222,,0.0,6050.0,137.0,-137.0,0,,,,,1.22,0.24,-0.24,0.0,5/14/2014,Kepler
1181,Kepler-122,d,Kepler-122 d,Transit,0,5,21.587475,0.000164,-0.000164,0.0,0.155,,,0,,,,,,,,,,,,,,0.196,0.039,-0.039,0,,,,,0,1,0,1,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,1058.58,19.99,-19.99,0.0,14.247,,0,Kepler-band,14.222,,0.0,6050.0,137.0,-137.0,0,,,,,1.22,0.24,-0.24,0.0,5/14/2014,Kepler
1182,Kepler-122,e,Kepler-122 e,Transit,0,5,37.993273,0.00039,-0.00039,0.0,0.227,,,0,,,,,,,,,,,,,,0.232,0.048,-0.048,0,,,,,1,1,0,1,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,1058.58,19.99,-19.99,0.0,14.247,,0,Kepler-band,14.222,,0.0,6050.0,137.0,-137.0,0,,,,,1.22,0.24,-0.24,0.0,5/14/2014,Kepler
1183,OGLE-TR-056,b,OGLE-TR-056 b,Transit,0,1,1.2119189,,,0.0,0.02383,0.00046,-0.00051,0,,,,,77.6,0.91,-1.0,0.0,1.39,0.18,-0.17,0.0,Mass,1.363,0.092,-0.09,0,0.68,0.18,-0.14,0.0,0,0,0,1,17h56m35.51s,269.147958,-29d32m21.2s,-29.539222,282.84,1.83,-1.83,0,282.84,1.83,-1.83,0.0,15.3,,0,V (Johnson),12.909,,0.0,6050.0,100.0,,0,,,,,,,,,5/14/2014,OGLE
1184,WASP-124,b,WASP-124 b,Transit,0,1,3.37265,1e-06,-1e-06,0.0,0.0449,0.0007,-0.0007,0,0.017,,,1.0,86.3,0.2,-0.2,0.0,0.6,0.07,-0.07,0.0,Mass,1.24,0.03,-0.03,0,0.43,0.05,-0.05,0.0,0,0,0,0,22h10m51.44s,332.714323,-30d44m58.8s,-30.749672,433.0,11.0,-11.0,0,454.38,7.64,-7.64,0.0,12.7,0.4,0,V (Johnson),12.575,,0.0,6050.0,100.0,-100.0,0,1.07,0.05,-0.05,0.0,1.02,0.02,-0.02,0.0,5/5/2016,SuperWASP-South
1185,Kepler-360,b,Kepler-360 b,Transit,0,2,3.289672,1.2e-05,-1.2e-05,0.0,0.044,,,0,,,,,,,,,,,,,,0.147,0.07,-0.07,0,,,,,0,1,0,1,19h05m08.34s,286.284731,+44d46m53.6s,44.781555,898.61,15.99,-15.99,0,898.61,15.99,-15.99,0.0,14.866,,0,Kepler-band,14.813,,0.0,6053.0,200.0,-200.0,0,,,,,1.06,0.5,-0.5,0.0,5/14/2014,Kepler
1186,Kepler-360,c,Kepler-360 c,Transit,0,2,7.186434,2.9e-05,-2.9e-05,0.0,0.075,,,0,,,,,,,,,,,,,,0.187,0.089,-0.089,0,,,,,0,1,0,1,19h05m08.34s,286.284731,+44d46m53.6s,44.781555,898.61,15.99,-15.99,0,898.61,15.99,-15.99,0.0,14.866,,0,Kepler-band,14.813,,0.0,6053.0,200.0,-200.0,0,,,,,1.06,0.5,-0.5,0.0,5/14/2014,Kepler
1187,Kepler-379,b,Kepler-379 b,Transit,0,2,20.09838,0.00018,-0.00018,0.0,0.152,,,0,,,,,,,,,,,,,,0.148,0.028,-0.028,0,,,,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,747.0,7.45,-7.45,0,747.0,7.45,-7.45,0.0,13.358,,0,Kepler-band,13.369,,0.0,6054.0,100.0,-100.0,0,,,,,1.31,0.24,-0.24,0.0,5/14/2014,Kepler
1188,Kepler-379,c,Kepler-379 c,Transit,0,2,62.784697,0.000661,-0.000661,0.0,0.326,,,0,,,,,,,,,,,,,,0.204,0.038,-0.038,0,,,,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,747.0,7.45,-7.45,0,747.0,7.45,-7.45,0.0,13.358,,0,Kepler-band,13.369,,0.0,6054.0,100.0,-100.0,0,,,,,1.31,0.24,-0.24,0.0,5/14/2014,Kepler
1189,K2-222,b,K2-222 b,Transit,0,1,15.387063,0.001815,-0.001876,0.0,0.1211,0.0016,-0.0017,0,,,,0.0,,,,0.0,,,,0.0,,0.213,0.012,-0.012,0,,,,0.0,0,0,1,0,01h05m50.95s,16.46228,+11d45m12.3s,11.753423,101.59,0.64,-0.64,0,101.61,0.63,-0.63,0.0,9.543,0.028,0,V (Johnson),9.361,,0.0,6058.0,89.0,-89.0,0,1.0,0.04,-0.04,0.0,1.09,0.02,-0.02,0.0,10/26/2018,K2
1190,K2-259,b,K2-259 b,Transit,0,1,15.48043,0.00332,-0.00392,0.0,0.1271,0.001,-0.0011,0,,,,0.0,,,,0.0,,,,0.0,,0.207,0.018,-0.015,0,,,,0.0,0,0,1,0,12h27m12.65s,186.802689,+01d34m00.7s,1.566849,422.1,7.7,-7.8,0,421.37,8.17,-8.17,0.0,12.536,0.04,0,V (Johnson),12.375,,0.0,6059.0,62.0,-76.0,0,1.14,0.03,-0.03,0.0,1.13,0.03,-0.02,0.0,7/12/2018,K2
1191,HATS-42,b,HATS-42 b,Transit,0,1,2.292102,2.1e-06,-2.1e-06,0.0,0.03689,0.00065,-0.00065,0,0.229,,,1.0,85.1,2.1,-2.1,0.0,1.88,0.15,-0.15,0.0,Mass,1.4,0.25,-0.14,0,0.83,0.28,-0.28,0.0,0,0,0,0,07h13m48.58s,108.452415,-33d26m14.4s,-33.437332,942.0,126.0,-80.0,0,819.2,10.81,-10.81,0.0,13.617,0.01,0,V (Johnson),13.48,,0.0,6060.0,120.0,-120.0,0,1.27,0.07,-0.07,0.0,1.48,0.2,-0.12,0.0,4/12/2018,HATSouth
1192,K2-74,b,K2-74 b,Transit,0,1,19.5666,0.0033,-0.0033,0.0,0.1402,0.0015,-0.0015,0,,,,,,,,,,,,,,0.206,0.017,-0.017,0,,,,,0,0,1,0,22h39m40.64s,339.919342,-08d42m52.2s,-8.714505,381.85,6.78,-6.78,0,381.85,6.78,-6.78,0.0,12.588,0.031,0,V (Johnson),12.436,,0.0,6060.0,86.0,-86.0,0,0.96,0.03,-0.03,0.0,0.98,0.06,-0.06,0.0,7/18/2016,K2
1193,K2-107,b,K2-107 b,Transit,0,1,3.313959,2.4e-05,-2.4e-05,0.0,0.0475,0.0006,-0.0006,0,,,,0.0,,,,0.0,,,,0.0,,1.426,0.049,-0.049,0,,,,0.0,0,0,1,1,18h59m56.49s,284.985382,-22d17m36.2s,-22.293402,696.95,19.71,-19.71,0,698.11,20.51,-20.51,0.0,12.92,0.01,0,V (Johnson),12.767,,0.0,6061.0,96.0,-96.0,0,1.3,0.05,-0.05,0.0,1.81,0.06,-0.06,0.0,10/26/2018,K2
1194,Kepler-175,b,Kepler-175 b,Transit,0,2,11.903515,4.6e-05,-4.6e-05,0.0,0.105,,,0,,,,,,,,,,,,,,0.228,0.114,-0.114,0,,,,,0,1,0,1,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,1363.39,46.96,-46.96,0,1363.39,46.96,-46.96,0.0,14.939,,0,Kepler-band,14.911,,0.0,6064.0,200.0,-200.0,0,,,,,1.01,0.5,-0.5,0.0,5/14/2014,Kepler
1195,Kepler-175,c,Kepler-175 c,Transit,0,2,34.035257,0.000279,-0.000279,0.0,0.213,,,0,,,,,,,,,,,,,,0.277,0.139,-0.139,0,,,,,0,1,0,1,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,1363.39,46.96,-46.96,0,1363.39,46.96,-46.96,0.0,14.939,,0,Kepler-band,14.911,,0.0,6064.0,200.0,-200.0,0,,,,,1.01,0.5,-0.5,0.0,5/14/2014,Kepler
1196,Kepler-201,b,Kepler-201 b,Transit,0,2,25.672083,7.5e-05,-7.5e-05,0.0,0.175,,,0,,,,,,,,,,,,,,0.219,0.043,-0.043,0,,,,,0,1,0,1,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,648.18,9.91,-9.91,0,648.18,9.91,-9.91,0.0,13.004,,0,Kepler-band,12.92,,0.0,6065.0,117.0,-117.0,0,,,,,1.23,0.24,-0.24,0.0,5/14/2014,Kepler
1197,Kepler-201,c,Kepler-201 c,Transit,0,2,151.884058,0.002014,-0.002014,0.0,0.573,,,0,,,,,,,,,,,,,,0.254,0.054,-0.054,0,,,,,1,1,0,1,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,648.18,9.91,-9.91,0,648.18,9.91,-9.91,0.0,13.004,,0,Kepler-band,12.92,,0.0,6065.0,117.0,-117.0,0,,,,,1.23,0.24,-0.24,0.0,5/14/2014,Kepler
1198,Kepler-270,b,Kepler-270 b,Transit,0,2,11.476094,7.1e-05,-7.1e-05,0.0,0.107,,,0,,,,,,,,,,,,,,0.179,0.036,-0.036,0,,,,,0,1,0,1,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,975.46,13.48,-13.48,0,975.46,13.48,-13.48,0.0,13.908,,0,Kepler-band,13.859,,0.0,6067.0,100.0,-100.0,0,,,,,1.46,0.28,-0.28,0.0,5/14/2014,Kepler
1199,Kepler-270,c,Kepler-270 c,Transit,0,2,25.262887,0.000599,-0.000599,0.0,0.18,,,0,,,,,,,,,,,,,,0.158,0.033,-0.033,0,,,,,0,1,0,1,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,975.46,13.48,-13.48,0,975.46,13.48,-13.48,0.0,13.908,,0,Kepler-band,13.859,,0.0,6067.0,100.0,-100.0,0,,,,,1.46,0.28,-0.28,0.0,5/14/2014,Kepler
1200,EPIC 211945201,b,EPIC 211945201 b,Transit,0,1,19.49221,0.000666,-0.000653,0.0,0.1493,0.0015,-0.0015,0,,,,0.0,,,,0.0,,,,0.0,,0.514,0.027,-0.027,0,,,,0.0,0,0,0,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,1.29,-1.29,0,182.64,1.29,-1.29,0.0,10.154,0.056,0,V (Johnson),10.051,,0.0,6069.0,90.0,-90.0,0,1.17,0.04,-0.04,0.0,1.39,0.02,-0.02,0.0,10/26/2018,K2
1201,HATS-26,b,HATS-26 b,Transit,0,1,3.3023881,7.6e-06,-7.6e-06,0.0,0.04735,0.00133,-0.00068,0,0.245,,,1.0,86.2,1.9,-1.9,0.0,0.65,0.076,-0.076,0.0,Mass,1.75,0.21,-0.21,0,0.153,0.042,-0.042,0.0,0,0,0,0,09h39m42.45s,144.926863,-28d35m08.1s,-28.58559,907.0,69.0,-49.0,0,883.48,25.58,-25.58,0.0,12.955,0.03,0,V (Johnson),12.843,,0.0,6071.0,81.0,-81.0,0,1.3,0.11,-0.06,0.0,2.04,0.15,-0.11,0.0,6/9/2016,HATSouth
1202,K2-34,b,K2-34 b,Transit,0,1,2.995633,8e-06,-8e-06,0.0,0.0426,0.0005,-0.0005,0,,,,0.0,,,,0.0,,,,0.0,,1.245,0.029,-0.029,0,,,,0.0,0,0,1,0,08h30m18.91s,127.578773,+22d14m09.3s,22.235909,352.34,6.25,-6.25,0,352.08,6.29,-6.29,0.0,11.548,0.057,0,V (Johnson),11.436,,0.0,6071.0,90.0,-90.0,0,1.15,0.04,-0.04,0.0,1.44,0.03,-0.03,0.0,10/26/2018,K2
1203,Kepler-144,b,Kepler-144 b,Transit,0,2,5.885273,2e-05,-2e-05,0.0,0.066,,,0,,,,,,,,,,,,,,0.119,0.023,-0.023,0,,,,,0,1,0,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,389.22,3.28,-3.28,0,389.22,3.28,-3.28,0.0,11.992,,0,Kepler-band,11.944,,0.0,6075.0,131.0,-131.0,0,,,,,1.24,0.24,-0.24,0.0,5/14/2014,Kepler
1204,Kepler-144,c,Kepler-144 c,Transit,0,2,10.104665,4.3e-05,-4.3e-05,0.0,0.094,,,0,,,,,,,,,,,,,,0.12,0.023,-0.023,0,,,,,0,1,0,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,389.22,3.28,-3.28,0,389.22,3.28,-3.28,0.0,11.992,,0,Kepler-band,11.944,,0.0,6075.0,131.0,-131.0,0,,,,,1.24,0.24,-0.24,0.0,5/14/2014,Kepler
1205,Kepler-140,b,Kepler-140 b,Transit,0,2,3.25427,8e-06,-8e-06,0.0,0.045,,,0,,,,,,,,,,,,,,0.144,0.028,-0.028,0,,,,,0,1,0,1,19h09m28.67s,287.369468,+46d46m05.6s,46.768213,593.8,7.2,-7.2,0,593.8,7.2,-7.2,0.0,12.996,,0,Kepler-band,12.941,,0.0,6077.0,136.0,-136.0,0,,,,,1.29,0.24,-0.24,0.0,5/14/2014,Kepler
1206,Kepler-140,c,Kepler-140 c,Transit,0,2,91.353282,0.00137,-0.00137,0.0,0.414,,,0,,,,,,,,,,,,,,0.161,0.031,-0.031,0,,,,,0,1,0,1,19h09m28.67s,287.369468,+46d46m05.6s,46.768213,593.8,7.2,-7.2,0,593.8,7.2,-7.2,0.0,12.996,,0,Kepler-band,12.941,,0.0,6077.0,136.0,-136.0,0,,,,,1.29,0.24,-0.24,0.0,5/14/2014,Kepler
1207,KOI-351,b,KOI-351 b,Transit,0,8,7.008151,1.9e-05,-1.9e-05,0.0,0.074,0.016,-0.016,0,,,,,89.4,1.5,-1.5,0.0,,,,,,0.117,0.015,-0.015,0,,,,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.0,100.0,-100.0,0,869.51,11.28,-11.28,0.0,13.804,,0,Kepler-band,13.74,,0.0,6080.0,260.0,-170.0,0,1.2,0.1,-0.1,0.0,1.2,0.1,-0.1,0.0,5/14/2014,Kepler
